a man and a woman standing next to each other ., ./sample-video-frames/injecting____getty-medical-worker-giving-a-vaccination-to-a-hispanic-child-usa-video-id131214914_6.jpg
a man in a suit and tie holding a microphone ., ./sample-video-frames/drumming____giphy-dTgrOINC23kli_0.jpg
a baseball player holding a bat on a field ., ./sample-video-frames/pitching____giphy-VMnCKWDAIS7Dy_0.jpg
a red car is parked on the side of the road ., ./sample-video-frames/tuning____giphy-TPBKZR1mbjkre_2.jpg
a man is flying a kite in a park ., ./sample-video-frames/sprinkling____getty-sprinkler-video-id638169266_1.jpg
a pair of scissors sitting on top of a table ., ./sample-video-frames/stitching____yt-l9qRaSmahtM_139.jpg
a car is parked on the side of the road ., ./sample-video-frames/driving____yt-GQ_0nK6-vNg_108.jpg
a person laying on a bed with a blanket ., ./sample-video-frames/massaging____yt-EeregtjmxYQ_121.jpg
a couple of birds standing on top of a lush green field ., ./sample-video-frames/destroying____getty-medium-tiltdown-a-animation-depicts-a-human-body-falling-to-the-video-id142618214_3.jpg
a person holding a pair of scissors in their hands ., ./sample-video-frames/drawing____V-GQaY34KlI_70.jpg
a group of people standing next to a truck ., ./sample-video-frames/bulldozing____yt-hT12g35_hJo_8.jpg
a group of people sitting on a couch playing a video game ., ./sample-video-frames/clapping____flickr-4-8-6-3-4-7-7-4-5048634774_11.jpg
a couple of women sitting on top of a couch ., ./sample-video-frames/overflowing____vb-friends-watching-tv-together-and-throwing-pop-corn-178234_41lhh_3.jpg
a bird that is standing on a rock ., ./sample-video-frames/ascending____getty-little-turtle-clamber-sand-on-the-beach-video-id175712355_1.jpg
a close up of a vase with flowers in it, ./sample-video-frames/spreading____getty-lesser-celandine-flowering-spring-united-kingdom-blue-screen-video-id139686244_16.jpg
a woman holding a kite in her hands ., ./sample-video-frames/picking____yt-M4t3KcZZva0_126.jpg
a crowd of people walking down a street ., ./sample-video-frames/queuing____getty-visitors-lining-up-in-st-peter-square-to-enter-basilica-rome-italy-video-id96158774_6.jpg
a picture of a plane flying in the sky ., ./sample-video-frames/walking____0u5MX8zZn7U_31.jpg
a group of people on a field playing soccer ., ./sample-video-frames/playing+sports____getty-offensive-line-step-up-to-line-of-scrimmage-crouch-into-ready-and-video-id607510526_28.jpg
a large clock tower towering over a city ., ./sample-video-frames/driving____yt-zXcwFfgG2oE_81.jpg
a group of people standing on top of a lush green field ., ./sample-video-frames/swerving____yt-hWaAIx_POsg_616.jpg
a couple of dogs that are standing in the snow ., ./sample-video-frames/licking____flickr-4-4-8-8-7-2-4-7-6944887247_21.jpg
a black bear standing on top of a rocky hillside ., ./sample-video-frames/overflowing____getty-floodwaters-in-hd-with-sound-video-id175962356_3.jpg
a large elephant standing next to a tree ., ./sample-video-frames/clapping____getty-group-of-basarwa-children-sitting-among-roots-of-large-tree-as-elders-video-id1BT10322_t004_1.jpg
a group of people standing next to a train ., ./sample-video-frames/boarding____giphy-12arwiYX8Ak6qY_0.jpg
a bird sitting on top of a window sill ., ./sample-video-frames/barking____yt-tX5TO2a0tZw_47.jpg
a woman in a dress holding a teddy bear ., ./sample-video-frames/giving____getty-earthquake-luton-woman-helps-with-relief-effort-pakistan-ext-lms-video-id843532954_55.jpg
a view of a street with a clock on it ., ./sample-video-frames/spitting____meta-10015776_97.jpg
a man and a child are playing in the water ., ./sample-video-frames/diving____flickr-3-3-7-3-7-9-2-7-2633737927_23.jpg
a dog sitting in the driver 's seat of a car ., ./sample-video-frames/barking____yt-EwRAJP4QTM8_47.jpg
a baseball player swinging a bat at a ball, ./sample-video-frames/pitching____vine-MXlDewFFF2T_1.jpg
a bunch of books that are on a shelf ., ./sample-video-frames/painting____giphy-LtWZZOx1Hzgt2_14.jpg
a baseball player pitching a ball on top of a field ., ./sample-video-frames/playing+sports____giphy-f6hhKezTzJqsE_2.jpg
a black and white photo of a man sitting on a chair ., ./sample-video-frames/whistling____yt-eOTyYCUfPmk_3.jpg
a person holding a pair of scissors in their hands ., ./sample-video-frames/stitching____yt-xd22s1hcC7g_194.jpg
a woman is standing on a surfboard in the water ., ./sample-video-frames/balancing____getty-group-of-women-in-the-gym-jumping-on-a-mini-trampoline-video-id503100462_8.jpg
a man standing next to a fire hydrant ., ./sample-video-frames/shoveling____getty-shot-of-workmen-level-in-pits-on-street-for-works-at-sewage-pipe-video-id454382259_12.jpg
a man standing on a surfboard in a pool ., ./sample-video-frames/splashing____yt-MT28VVdY8nc_8.jpg
a group of people standing in a room ., ./sample-video-frames/autographing____getty-julian-lennon-signs-autographs-and-poses-for-photographers-at-the-video-id116160874_21.jpg
a man and a dog sitting on a bench ., ./sample-video-frames/cutting____giphy-l0K4b9D9bS66XKmI0_1.jpg
a man holding a skateboard in his hands ., ./sample-video-frames/squatting____yt-70O2W0RNiN8_38.jpg
a man in a wet suit holding a surfboard ., ./sample-video-frames/bathing____giphy-3oz8xLQJLLH2fbynbW_0.jpg
a baseball player swinging a bat at a ball, ./sample-video-frames/fighting____yt-v8GABv0KnUg_70.jpg
a couple of people that are in a room, ./sample-video-frames/waking____giphy-c1aiP2tC9ESm4_1.jpg
a view of a plane flying in the sky ., ./sample-video-frames/storming____yt-o13U6bOyiHY_5.jpg
a laptop computer sitting on top of a desk ., ./sample-video-frames/drawing____giphy-YTTXjBm4Yx4YM_2.jpg
a stop sign with graffiti written on it, ./sample-video-frames/flipping____giphy-3oriePr8XdJR1368OA_0.jpg
a man standing on a beach holding a surfboard ., ./sample-video-frames/pulling____flickr-9-0-3-0-4-2-3-7-3790304237_24.jpg
a little girl standing next to a little girl ., ./sample-video-frames/crawling____vine-Crawling-twins-thegreatscape-MBezM7YOTQY_1.jpg
a person taking a picture of a mirror, ./sample-video-frames/dancing____yt-BEPxPkQY6V8_835.jpg
a woman is sitting on a bathtub in a bathroom ., ./sample-video-frames/bathing____giphy-Wa20G5pBZz904_0.jpg
a close up of a piece of cake on a plate, ./sample-video-frames/stirring____getty-butter-was-kneaded-by-stainless-steel-egg-whisk-video-id579117484_15.jpg
a man standing in front of a microphone ., ./sample-video-frames/drumming____yt-PVPoCSDZ6fM_162.jpg
a large body of water with a bridge in the background ., ./sample-video-frames/hanging____getty-drone-natural-rock-arches-in-china-video-id607050437_2.jpg
a close up of a sliced orange on a plate, ./sample-video-frames/slicing____getty-making-orange-slices-video-id162682465_17.jpg
a group of planes flying in the sky ., ./sample-video-frames/flying____flickr-9-4-8-3-9-9-1-4-7294839914_5.jpg
a pair of scissors and a pair of scissors ., ./sample-video-frames/drawing____hsMP4XpgfXA_58.jpg
a woman laying on a bed with a dog ., ./sample-video-frames/howling____vine-hQ59wUIwDiX_1.jpg
a giraffe standing in the middle of a field ., ./sample-video-frames/hunting____yt-w_wZvuHvr1o_100.jpg
a man in a suit and tie holding a cell phone ., ./sample-video-frames/photographing____getty-adult-woman-taking-photo-with-camera-video-id843041732_4.jpg
a man in a suit and tie holding a beer ., ./sample-video-frames/waving____giphy-l4tpXopJ3J0Q_0.jpg
a group of people standing around a tv ., ./sample-video-frames/shouting____flickr-6-0-5-7114827605_43.jpg
a large clock tower towering over a city ., ./sample-video-frames/boating____getty-new-york-city-skyline-video-id698844885_65.jpg
a close up of a person holding an open umbrella, ./sample-video-frames/opening____flickr_R-5-6-4-1-7-6-6-6-11256417666_6.jpg
a birthday cake with a train on it, ./sample-video-frames/barking____yt-7-zsma20Z2U_2.jpg
a herd of elephants walking across a river ., ./sample-video-frames/attacking____getty-serengeti-national-park-nature-and-environment-video-id605930569_3.jpg
a pan of food that is on a stove ., ./sample-video-frames/barbecuing____getty-hamburgers-on-a-charcoal-bbq-video-id472719911_6.jpg
a man in a suit and tie standing in a room ., ./sample-video-frames/preaching____yt-kGLkdHqXerI_539.jpg
a man is taking a picture of himself in a mirror ., ./sample-video-frames/autographing____yt-pcqXmTkrQrA_33.jpg
a person holding a pair of scissors in their hands ., ./sample-video-frames/drawing____yt-HnUr85MrEII_640.jpg
a parrot is sitting on a table next to a banana ., ./sample-video-frames/sneezing____giphy-ssRkAUOF64956_0.jpg
a person holding a cell phone in their hand ., ./sample-video-frames/writing____getty-4k-business-man-over-shoulder-shot-of-using-tablet-green-screen-write-video-id836429038_6.jpg
a room filled with lots of different types of furniture ., ./sample-video-frames/baking____getty-chef-working-in-kitchen-video-id478594776_19.jpg
a man standing in a kitchen preparing food ., ./sample-video-frames/rubbing____getty-male-customer-shaking-hands-with-female-motorcycle-mechanic-in-auto-video-id827422652_2.jpg
a night scene of a lit up lit christmas tree ., ./sample-video-frames/burning____getty-at-least-12-bodies-recovered-after-fire-broke-out-in-a-girls-tuesday-video-id626900704_10.jpg
a man standing next to a woman in a factory ., ./sample-video-frames/squatting____yt-V0DCObqgPM4_23.jpg
a small airplane sitting on top of a runway ., ./sample-video-frames/flying____flickr-7-1-8-8-7-1-7-0-3471887170_7.jpg
a television screen with a picture of a man on it ., ./sample-video-frames/burning____yt-PAduwD9hq4s_29.jpg
a man in a suit is holding a cell phone ., ./sample-video-frames/autographing____getty-film-fantastic-mr-fox-premiere-george-clooney-signing-autographs-for-video-id695850696_54.jpg
a woman sitting on a bed holding a cell phone ., ./sample-video-frames/crafting____getty-art-studio-young-woman-making-a-sculpture-video-id640291636_5.jpg
a man riding a skateboard down a ramp ., ./sample-video-frames/crouching____getty-medium-static-an-athlete-uses-starting-blocks-as-he-begins-a-sprint-video-id142617998_1.jpg
a group of people standing around a tv ., ./sample-video-frames/sneezing____yt-LnJleBltNCc_69.jpg
a man with a helmet on sitting on a snowboard ., ./sample-video-frames/squinting____getty-stockcar-driver-grips-and-turns-steering-wheel-focuses-eyes-on-race-video-id669341761_4.jpg
a woman wearing a mask and holding a teddy bear ., ./sample-video-frames/singing____giphy-l4EpayRyTOlrbf0c0_1.jpg
a woman in a white shirt is holding a cellphone, ./sample-video-frames/interviewing____getty-france-aims-to-shut-down-by-the-end-of-the-year-a-squatter-camp-in-video-id86194831_51.jpg
a woman holding a baby in her arms ., ./sample-video-frames/bowling____vine-MI1ILaDgr96_2.jpg
a large jetliner sitting on top of an airport tarmac ., ./sample-video-frames/spinning____giphy-FADSOOem07d9m_0.jpg
a woman walking down a street while talking on a cell phone ., ./sample-video-frames/fighting____yt-Plb7YHu_Dsw_4.jpg
a little girl holding a piece of cake ., ./sample-video-frames/child+singing____yt-LzHwmdh_zhM_24.jpg
a man sitting on a boat in the water ., ./sample-video-frames/hiking____giphy-Bl3bY78BQDF60_0.jpg
a pair of scissors sitting on top of a table ., ./sample-video-frames/spinning____yt-aF31nVd20cI_20.jpg
a stop light that is on a pole ., ./sample-video-frames/lifting____giphy-In8VIgn0qeR56_0.jpg
a man holding a carrot in his hand ., ./sample-video-frames/cutting____iij-elY93ts_1788.jpg
a man and a woman standing next to each other ., ./sample-video-frames/measuring____getty-construction-workers-using-level-tool-and-ruler-at-construction-site-video-id523415020_14.jpg
a plane is flying over a body of water ., ./sample-video-frames/sailing____vb-slow-rise-and-tilt-above-sailing-sailboats-bcmf5caejeiugskgiu_6.jpg
a group of people standing around a giraffe ., ./sample-video-frames/feeding____flickr-7-2-6-9-5-9-9-5-2972695995_20.jpg
a close up of a pair of scissors, ./sample-video-frames/shredding____yt-NEuFcMWAWaw_143.jpg
a cat laying on top of a white blanket ., ./sample-video-frames/resting____vine-My-cat-is-resting-M0XxrKmprv3_2.jpg
a man standing in front of a red truck ., ./sample-video-frames/child+speaking____yt-XESGqjI1uQA_55.jpg
a group of people standing next to each other ., ./sample-video-frames/sneezing____yt-XoyECCpNhhU_4.jpg
a person holding a pair of scissors in their hands ., ./sample-video-frames/knitting____yt-jrVP129BnRg_92.jpg
a group of people standing in a room ., ./sample-video-frames/fighting____giphy-9Opa5MTtAGbjG_0.jpg
a group of people standing on top of a snow covered slope ., ./sample-video-frames/celebrating____yt-nFWnHTBNPbg_59.jpg
a group of people standing on top of a tennis court ., ./sample-video-frames/gripping____getty-abs-and-core-workout-with-suspension-cables-video-id824277052_6.jpg
a man sitting on a surfboard in the water ., ./sample-video-frames/sailing____giphy-hlnxeYE9D8v60_2.jpg
a group of people standing in front of a tv ., ./sample-video-frames/cramming____yt-m8NWrwYUNiw_1526.jpg
a teddy bear sitting on top of a table ., ./sample-video-frames/laughing____yt-nk7EHkYzvC4_566.jpg
a tennis player is getting ready to serve the ball ., ./sample-video-frames/officiating____giphy-odwJTMrCee1va_0.jpg
a man riding a skateboard up the side of a ramp ., ./sample-video-frames/bowling____vine-MQ5pidFeTBe_1.jpg
a woman in a white shirt and black tie, ./sample-video-frames/locking____giphy-Mlo2UJ8zM09YQ_0.jpg
a couple of giraffe standing next to each other ., ./sample-video-frames/drenching____getty-torrential-rain-video-id853752482_4.jpg
a table topped with plates and bowls of food ., ./sample-video-frames/serving____getty-mexican-fajitas-video-id646537130_3.jpg
a group of people standing next to each other ., ./sample-video-frames/drumming____getty-calypso-band-in-red-striped-shirts-play-at-tower-isle-hotel-while-in-video-id145061790_50.jpg
a baby is sleeping with a teddy bear ., ./sample-video-frames/sneezing____yt-jW7u5HaW9Tg_1.jpg
a group of people riding a wave on top of surfboards ., ./sample-video-frames/jumping____yt-r4_VFkCwe_k_1.jpg
a man in a car talking on a cell phone ., ./sample-video-frames/performing____giphy-heg07osvY5u3m_0.jpg
a man laying on a bed with a black dog ., ./sample-video-frames/crawling____vine-Almost-crawling-MXuvm3T0wQF_3.jpg
a man is talking on his cell phone ., ./sample-video-frames/calling____getty-close-up-tilt-up-man-talking-on-cell-phone-holding-baby-in-carrier-video-id957-82_2.jpg
a person standing on a beach holding a surfboard ., ./sample-video-frames/flooding____wc-x4o3_8SMS4Hw_38.jpg
a woman standing in front of a tv playing a video game ., ./sample-video-frames/wrapping____yt-AKPB9vswo8Y_417.jpg
a view of a park with a bench in the foreground ., ./sample-video-frames/raining____yt-Ulqcqp1U32s_165.jpg
a group of stuffed animals sitting on top of a table ., ./sample-video-frames/clawing____yt-w9l0YlbBMU4_249.jpg
a man riding a bike down a street ., ./sample-video-frames/bicycling____yt-Ex2dCiUGX7g_35.jpg
a group of people standing in front of a building ., ./sample-video-frames/jumping____yt-z5KoTq4ua3E_30.jpg
a black and white photo of a park bench, ./sample-video-frames/mowing____yt-8S3Kr8IEMnc_34.jpg
a group of people standing around a tv ., ./sample-video-frames/protesting____getty-revolution-video-id487525475_3.jpg
a group of people standing on top of a lush green field ., ./sample-video-frames/throwing____yt-rhzU83jvMUU_3.jpg
a black and white photo of a plane flying in the sky ., ./sample-video-frames/jumping____getty-low-angle-wide-shot-sky-group-of-young-people-running-toward-cam-video-id799-65_2.jpg
a little girl wearing a tie and smiling ., ./sample-video-frames/singing____1BWy6lDahgQ_35.jpg
a group of people standing around a tv ., ./sample-video-frames/shooting____flickr-9-4-3-7-9-2-8-0-5494379280_1.jpg
a man in a suit and tie holding a microphone ., ./sample-video-frames/snapping____getty-ukraines-snap-general-election-on-october-26-is-seen-as-a-key-test-video-id457948518_28.jpg
a black and white photo of a clock tower ., ./sample-video-frames/burning____getty-blazing-fire-video-id641253570_5.jpg
a close up of a cat laying on a table, ./sample-video-frames/grooming____vb-hamster-grooming-paws-macro-slow-motion-hzzkazr-zj357djyx_55.jpg
a kite flying in the sky over a city ., ./sample-video-frames/ascending____getty-sunrise-video-id546412296_2.jpg
a young boy is playing with a frisbee ., ./sample-video-frames/jogging____getty-runners-from-the-south-beach-runners-club-stretching-and-running-a-video-id453721380_5.jpg
a person sitting on a bench in a field ., ./sample-video-frames/planting____getty-myddleton-house-gardens-to-be-restored-with-lottery-funding-wesley-video-id664004124_9.jpg
a man walking down a street while holding a surfboard ., ./sample-video-frames/jogging____getty-ethnic-male-exercisingrunning-outdoors-video-id616041612_4.jpg
a man standing in a living room holding a nintendo wii game controller ., ./sample-video-frames/fighting____vine-Pow-ninjaturtles-pow-fighting-cleveland-MhJFvY1zH2X_3.jpg
a woman is standing next to a cow ., ./sample-video-frames/bowing____yt-7rkSWQz3jDU_8.jpg
a man is sitting on a bench with a dog ., ./sample-video-frames/floating____flickr-9-7-8-3-5-9-4-8-8397835948_13.jpg
a small boat in a body of water, ./sample-video-frames/pulling____getty-shot-of-ships-deck-to-crew-at-work-and-an-island-in-distant-video-id568509109_33.jpg
a man holding a cell phone up to his ear ., ./sample-video-frames/paying____getty-accountant-paying-wages-to-construction-worker-delhi-india-video-id182017588_4.jpg
a group of people standing next to each other ., ./sample-video-frames/adult+female+speaking____yt-dd81EfN-N74_45.jpg
a woman holding a pair of scissors in her hands ., ./sample-video-frames/filling____yt-7FfUUuvD9Xo_28.jpg
a black and white dog sitting on top of a wooden bench ., ./sample-video-frames/brushing____flickr-6-8-9-1-8-5-4-9-23368918549_18.jpg
a man in a suit and tie is smiling ., ./sample-video-frames/tapping____tZKFsiAGx78_216.jpg
a group of people standing outside of a building ., ./sample-video-frames/shooting____flickr-6-3-1-9-4-3-2-8-8463194328_2.jpg
a man sitting in front of a laptop computer ., ./sample-video-frames/rocking____giphy-Jo5hcteVrHlLi_1.jpg
a man is standing in front of a window, ./sample-video-frames/grilling____getty-brazilian-barbecue-video-id456860484_1.jpg
a man is brushing his teeth in the bathroom ., ./sample-video-frames/peeling____yt-1-_nzW98f0M_7.jpg
a group of motorcycles are parked in a garage ., ./sample-video-frames/reaching____getty-female-motorcycle-mechanics-sharing-tools-fixing-motorcycles-in-auto-video-id827422176_5.jpg
a close up of a stop sign with a sky background, ./sample-video-frames/waving____getty-canada-flag-video-id538277748_2.jpg
a person holding a cell phone in their hand ., ./sample-video-frames/drawing____yt-9GFfKVeoGm0_143.jpg
a vase with a flower on top of it ., ./sample-video-frames/dripping____getty-black-coffee-from-drip-maker-video-id161733083_3.jpg
a group of people standing next to each other ., ./sample-video-frames/cheerleading____yt-nkI9eXrHpAc_140.jpg
a man riding a wave on top of a surfboard ., ./sample-video-frames/splashing____getty-aerial-directly-above-2-humpback-whales-surfacing-with-dolphin-bow-video-id680762133_17.jpg
a large jetliner sitting on top of an airport tarmac ., ./sample-video-frames/spreading____2lKpKqVas3M_77.jpg
a dog sitting on the floor in front of a window ., ./sample-video-frames/singing____0Fui32Ktuw0_35.jpg
a person taking a picture of a car in a mirror ., ./sample-video-frames/crashing____giphy-3TYAnk4MviGFa_8.jpg
a black and white photo of a plane flying in the sky ., ./sample-video-frames/baking____getty-mixing-dough-in-blender-video-id511551211_2.jpg
a man standing on a lush green field holding a frisbee ., ./sample-video-frames/calling____vb-dog-owner-calls-his-dog-to-himself-owner-calls-his-dog-rckckr80n-j4vai2j7_1.jpg
a man riding a wave on top of a surfboard ., ./sample-video-frames/spilling____getty-aerial-view-of-waves-crashing-on-rocks-below-heceta-head-lighthouse-video-id639238504_23.jpg
a man in a suit and tie holding a cell phone ., ./sample-video-frames/performing____flickr-1-6-2-2-2-2-0-6-5216222206_81.jpg
a young boy sitting on a bed in a room ., ./sample-video-frames/sitting____flickr-7-9-5-6435538795_21.jpg
a woman is playing tennis on a tennis court ., ./sample-video-frames/skating____yt-XFkXY2FK8JQ_14.jpg
a television screen with a picture of a cat on it ., ./sample-video-frames/climbing____yt-U6uopPjtXgg_194.jpg
a couple of cows are standing in a field, ./sample-video-frames/fighting____getty-african-lion-cubs-play-with-stick-and-play-fight-in-evening-light-video-id650909001_3.jpg
a black and white photo of a man and a woman ., ./sample-video-frames/rocking____getty-young-man-learn-to-play-guitar-video-id532092360_25.jpg
a person holding a pair of scissors in their hands ., ./sample-video-frames/sewing____getty-persons-hands-as-they-thread-needle-video-id546051479_6.jpg
a picture of a man in a suit and tie ., ./sample-video-frames/crafting____getty-metal-grinding-video-id641053952_1.jpg
a man on a surfboard in the water ., ./sample-video-frames/rowing____yt-IfM2dO4iauc_152.jpg
a young boy is laying on a surfboard in the water ., ./sample-video-frames/resting____getty-girl-floating-in-swimming-pool-on-raft-video-id133507261_8.jpg
a view of a city street with a traffic light ., ./sample-video-frames/fighting____yt-yOsUD3I8H5s_1378.jpg
a woman is holding a bird on a leash ., ./sample-video-frames/kneeling____getty-woman-plants-a-sage-herb-plant-in-garden-plot-in-community-garden-video-id645276710_15.jpg
a group of people standing in front of a bus ., ./sample-video-frames/entering____getty-exterior-shot-commuters-on-busy-platform-at-edgware-road-tube-station-video-id480057442_5.jpg
a snow covered ski lift sitting on top of snow covered ground ., ./sample-video-frames/drawing____flickr-0-4-7-9-2-6-1-6-7504792616_9.jpg
a man laying on a bed with a dog ., ./sample-video-frames/wrestling____getty-couple-in-bedroom-video-id171191364_4.jpg
a man is holding a surfboard in the water ., ./sample-video-frames/stretching____getty-womans-arms-stretch-towards-the-sun-video-id518314092_2.jpg
a large elephant standing next to a body of water ., ./sample-video-frames/attacking____getty-nile-crocodile-drags-a-wildebeest-into-a-river-in-tanzania-available-video-id3B2FBBC3_0123_35.jpg
a man is standing in front of a train ., ./sample-video-frames/hitchhiking____vb-young-boy-hitchhiking-at-road-with-cardboard-plate-in-summer-sunny-day-travel-countryside-srxb8mfjisgh7yd6_12.jpg
a statue of a man on a horse in front of a building ., ./sample-video-frames/hanging____getty-christmas-decoration-in-the-old-town-of-strasbourg-alsace-france-video-id675740002_15.jpg
a train traveling down tracks next to a forest ., ./sample-video-frames/sowing____getty-agricultural-field-cultivation-with-modern-harrows-video-id682852204_3.jpg
a person holding a dog in their arms ., ./sample-video-frames/taping____yt-q5PBHQtMylc_19.jpg
a person holding a cup of coffee in front of a mirror ., ./sample-video-frames/stacking____yt-6-A6OzsYC-k_72.jpg
a man in a suit and tie standing in front of a microphone ., ./sample-video-frames/lecturing____yt-ljOULKqkeo8_23.jpg
a truck driving down a road next to a large body of water ., ./sample-video-frames/crashing____giphy-2VnKePTb9Ykxy_1.jpg
a television with a picture of a man on it ., ./sample-video-frames/playing+videogames____yt-GBG3e5KCNdI_69.jpg
a close up of a person holding a kite, ./sample-video-frames/spitting____yt-_5dtpMj9Ehs_31.jpg
a woman standing in a room with a remote ., ./sample-video-frames/smiling____c_yoIF6GEpQ_41.jpg
a couple of women standing next to each other ., ./sample-video-frames/socializing____getty-couple-signing-contract-for-new-apartment-video-id469971028_10.jpg
a woman taking a picture of herself in a mirror ., ./sample-video-frames/smiling____giphy-3o6gDT0kMwqYFylUnS_0.jpg
a man sitting in a car with a laptop computer ., ./sample-video-frames/slapping____yt-go9bu_yIxkY_1.jpg
a bunch of flowers that are in a vase ., ./sample-video-frames/blowing____getty-pink-flowers-zoom-out-shot-video-id502982440_7.jpg
a woman in a white shirt and a red tie, ./sample-video-frames/adult+female+speaking____vine-MTbYq7ma0Qu_3.jpg
a large white bird flying over a body of water ., ./sample-video-frames/plunging____getty-close-up-footage-rain-on-water-surface-video-id624650456_10.jpg
a red and white fire hydrant sitting on a sidewalk ., ./sample-video-frames/dipping____yt-E27yUdPTNEU_154.jpg
a man is laying in bed with a teddy bear ., ./sample-video-frames/resting____getty-baby-asleep-on-a-big-bed-video-idrbfrp03175_2.jpg
a young man riding a skateboard up the side of a ramp ., ./sample-video-frames/chopping____getty-lumberjack-wedging-a-tree-video-id623129116_4.jpg
a person sitting on a motorcycle with a helmet on ., ./sample-video-frames/massaging____getty-chiropractor-examining-patient-head-of-st-margarets-bay-nova-scotia-video-id86184861_15.jpg
a person laying on a bed in a room ., ./sample-video-frames/inflating____yt-ukCxZf2wnnA_558.jpg
a young boy wearing a tie and a shirt ., ./sample-video-frames/crying____flickr-0-6-9-9-3-4-9-0-3306993490_13.jpg
a man and a woman laying on a bed ., ./sample-video-frames/injecting____getty-mother-and-female-doctor-doing-an-injection-on-a-cryingbaby-video-id150394088_4.jpg
a man standing in front of a tree ., ./sample-video-frames/jogging____getty-young-man-running-video-id624113138_1.jpg
a black and white dog laying on top of a couch ., ./sample-video-frames/cuddling____giphy-gFMlEdf3KUsLK_3.jpg
a clock that is on top of a table ., ./sample-video-frames/spinning____yt-xQlfam6DMjA_94.jpg
a black and white photo of a person in a mirror ., ./sample-video-frames/stomping____yt-I2QBZ5GkAQk_29.jpg
a group of people standing around a luggage cart ., ./sample-video-frames/landing____giphy-kmNe8rsQUkTy8_4.jpg
a person holding a cell phone in their hand ., ./sample-video-frames/pressing____getty-women-working-together-video-id542904832_4.jpg
a large white bird sitting on top of a rock ., ./sample-video-frames/diving____getty-coral-reef-with-lot-of-tropical-fish-red-sea-video-id599730666_10.jpg
a group of men playing a game of frisbee ., ./sample-video-frames/dunking____giphy-bPVFzudSlgBl6_0.jpg
a group of people sitting around a table ., ./sample-video-frames/flipping____yt-2WP4xqA_ga0_23.jpg
a car driving down a street next to a traffic light ., ./sample-video-frames/flooding____yt-7PKTk4gNGdU_168.jpg
